rank,delta_rank,country_code,player_name,player_id,points,tournaments_played,region,country,date,draw,year,month,year_month,points_lag_1,rank_lag_1,points_lag_3,rank_lag_3,points_lag_6,rank_lag_6,points_lag_12,rank_lag_12,points_roll_mean_3,points_roll_std_3,points_roll_max_3,points_roll_mean_6,points_roll_std_6,points_roll_max_6,points_roll_mean_12,points_roll_std_12,points_roll_max_12,points_delta_1m,points_delta_3m,points_pct_change_3m,in_top10,top10_streak,points_vs_field_mean,points_vs_field_max,month_sin,month_cos
98,2.0,TPE,Lee Yu-Hsuan,75174,18290,17.0,Asia,CHINESE TAIPEI,2024-11-26,WS,2024,11,2024-11,18290.0,100.0,20290.0,96.0,19210.0,98.0,19210.0,98.0,19623.333333333332,1154.700538379251,20290.0,19660.0,809.3207028119327,20290.0,19435.0,594.0997773560807,20290.0,0.0,-2000.0,-0.09857072449482507,0,0,0.4271550885677051,0.1698756350583756,-0.5000000000000004,0.8660254037844384
53,0.0,IND,Ashmita Chaliha,75628,29839,12.0,Asia,INDIA,2024-11-26,WS,2024,11,2024-11,29839.0,53.0,29839.0,54.0,29839.0,57.0,29839.0,51.0,29839.0,0.0,29839.0,29839.0,0.0,29839.0,29839.0,0.0,29839.0,0.0,0.0,0.0,0,0,0.6968770195610581,0.2771415568347113,-0.5000000000000004,0.8660254037844384
36,5.0,VIE,Nguyen Thuy Linh,75678,40470,17.0,Asia,VIETNAM,2024-11-26,WS,2024,11,2024-11,43770.0,31.0,43770.0,30.0,42670.0,32.0,46160.0,22.0,43770.0,0.0,43770.0,43220.0,602.4948132556799,43770.0,44390.0,1499.145210990704,46760.0,-3300.0,-3300.0,-0.07539410555174775,0,0,0.9451594551304006,0.3758811892188333,-0.5000000000000004,0.8660254037844384
39,1.0,JPN,Riko Gunji,76079,36670,11.0,Asia,JAPAN,2024-11-26,WS,2024,11,2024-11,36670.0,38.0,34360.0,42.0,34360.0,43.0,27800.0,61.0,35130.0,1333.6791218280398,36670.0,34745.0,943.0535509715247,36670.0,32484.166666666668,3379.3933246108177,36670.0,0.0,2310.0,0.06722933643771833,0,0,0.8564120884514896,0.34058718084147804,-0.5000000000000004,0.8660254037844384
66,1.0,IND,Isharani Baruah,76851,26896,15.0,Asia,INDIA,2024-11-26,WS,2024,11,2024-11,26896.0,65.0,22756.0,83.0,25616.0,70.0,24496.0,75.0,25039.333333333332,2102.7204601024196,26896.0,24889.333333333332,1648.5832301302412,26896.0,25016.0,1172.650455553182,26896.0,0.0,4140.0,0.18193004042889793,0,0,0.6281445195252595,0.2498072761361438,-0.5000000000000004,0.8660254037844384
19,1.0,INA,Putri Kusuma Wardani,76890,53800,17.0,Asia,INDONESIA,2024-11-26,WS,2024,11,2024-11,53800.0,20.0,49800.0,21.0,46420.0,26.0,39620.0,34.0,52466.666666666664,2309.4010767585055,53800.0,50790.0,2803.076880857888,53800.0,47825.833333333336,4191.53575312165,53800.0,0.0,4000.0,0.08032128514056236,0,0,1.2564758756119483,0.4996888554478189,-0.5000000000000004,0.8660254037844384
79,0.0,MAS,Wong Ling Ching,77296,22811,16.0,Asia,MALAYSIA,2024-11-26,WS,2024,11,2024-11,22811.0,79.0,22811.0,81.0,21301.0,93.0,23031.0,81.0,22811.0,0.0,22811.0,22034.333333333332,975.9234942692322,22811.0,22068.5,955.5210382536931,23031.0,0.0,0.0,0.0,0,0,0.5327411003454303,0.21186621713048692,-0.5000000000000004,0.8660254037844384
21,7.0,CHN,Gao Fang Jie,78116,52330,12.0,Asia,CHINA,2024-11-26,WS,2024,11,2024-11,45640.0,28.0,46580.0,26.0,46580.0,25.0,39640.0,33.0,46266.666666666664,542.7092530382704,46580.0,46423.333333333336,383.75339303602163,46580.0,44048.333333333336,3764.228360702265,46580.0,6690.0,5750.0,0.1234435379991412,0,0,1.222144657449317,0.48603564694394724,-0.5000000000000004,0.8660254037844384
3,0.0,CHN,Chen Yu Fei,78778,88982,10.0,Asia,CHINA,2024-11-26,WS,2024,11,2024-11,93982.0,3.0,95182.0,2.0,101682.0,1.0,103482.0,2.0,94782.0,692.8203230275664,95182.0,96615.33333333333,2907.0030386407657,101682.0,99898.66666666667,3980.8252532571037,103482.0,-5000.0,-6200.0,-0.0651383664978672,1,58,2.078136363637591,0.8264556456404799,-0.5000000000000004,0.8660254037844384
46,0.0,IND,Aakarshi Kashyap,80402,33350,23.0,Asia,INDIA,2024-11-26,WS,2024,11,2024-11,33350.0,46.0,33350.0,46.0,35010.0,41.0,34370.0,39.0,33350.0,0.0,33350.0,33626.666666666664,677.6921621700483,35010.0,34158.333333333336,756.9536233342308,35010.0,0.0,0.0,0.0,0,0,0.778874915458336,0.30975136299599926,-0.5000000000000004,0.8660254037844384
